DZ2021_code,DZ2021_name,SDZ2021_code,SDZ2021_name,DEA2014_code,DEA2014_name,LGD2014_code,LGD2014_name,COUNTY,PARLCON2024_code,PARLCON2024_name,PARLCON2008_code,PARLCON2008_name,LGD1992_code,LGD1992_name,HEALTH_TRUST,SETTLEMENT2015_code,SETTLEMENT2015_name,SETTLEMENT2015_Band
N20003304,The_Mournes_N3,N21000741,The_Mournes_N,N10001007,The Mournes,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95VV,Newry And Mourne,SHSCT,N11000527,KILKEEL,E
N20003305,The_Mournes_P3,N21000742,The_Mournes_P,N10001007,The Mournes,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95VV,Newry And Mourne,SHSCT,N11000527,KILKEEL,E
N20003306,The_Mournes_P4,N21000742,The_Mournes_P,N10001007,The Mournes,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95VV,Newry And Mourne,SHSCT,N11000527,KILKEEL,E
N20003307,The_Mournes_P5,N21000742,The_Mournes_P,N10001007,The Mournes,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95VV,Newry And Mourne,SHSCT,N11000527,KILKEEL,E
N20003308,The_Mournes_P6,N21000742,The_Mournes_P,N10001007,The Mournes,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95VV,Newry And Mourne,SHSCT,N11000527,KILKEEL,E
N20003309,The_Mournes_K4,N21000739,The_Mournes_K,N10001007,The Mournes,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95VV,Newry And Mourne,SHSCT,,,
N20003310,The_Mournes_K5,N21000739,The_Mournes_K,N10001007,The Mournes,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95VV,Newry And Mourne,SHSCT,,,
N20003311,Slieve_Croob_A1,N21000743,Slieve_Croob_A,N10001005,Slieve Croob,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000015,South Down,95NN,Down,SEHSCT,N11000263,BALLYNAHINCH,E
N20003312,Slieve_Croob_A2,N21000743,Slieve_Croob_A,N10001005,Slieve Croob,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003313,Slieve_Croob_D1,N21000746,Slieve_Croob_D,N10001005,Slieve Croob,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003314,Slieve_Croob_A3,N21000743,Slieve_Croob_A,N10001005,Slieve Croob,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003315,Slieve_Croob_B1,N21000744,Slieve_Croob_B,N10001005,Slieve Croob,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003316,Slieve_Croob_A4,N21000743,Slieve_Croob_A,N10001005,Slieve Croob,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003317,Slieve_Croob_A5,N21000743,Slieve_Croob_A,N10001005,Slieve Croob,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003318,Slieve_Croob_B2,N21000744,Slieve_Croob_B,N10001005,Slieve Croob,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003319,Slieve_Croob_D2,N21000746,Slieve_Croob_D,N10001005,Slieve Croob,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003320,Slieve_Croob_C1,N21000745,Slieve_Croob_C,N10001005,Slieve Croob,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003321,Slieve_Croob_D3,N21000746,Slieve_Croob_D,N10001005,Slieve Croob,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003322,Slieve_Croob_C2,N21000745,Slieve_Croob_C,N10001005,Slieve Croob,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95FF,Banbridge,SHSCT,,,
N20003323,Slieve_Croob_E1,N21000747,Slieve_Croob_E,N10001005,Slieve Croob,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95FF,Banbridge,SHSCT,,,
N20003324,Slieve_Croob_C3,N21000745,Slieve_Croob_C,N10001005,Slieve Croob,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003325,Slieve_Croob_C4,N21000745,Slieve_Croob_C,N10001005,Slieve Croob,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003326,Slieve_Croob_C5,N21000745,Slieve_Croob_C,N10001005,Slieve Croob,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003327,Slieve_Croob_E2,N21000747,Slieve_Croob_E,N10001005,Slieve Croob,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95FF,Banbridge,SHSCT,,,
N20003328,Slieve_Croob_D4,N21000746,Slieve_Croob_D,N10001005,Slieve Croob,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003329,Slieve_Croob_F1,N21000748,Slieve_Croob_F,N10001005,Slieve Croob,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003330,Slieve_Croob_F2,N21000748,Slieve_Croob_F,N10001005,Slieve Croob,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003331,Slieve_Croob_E3,N21000747,Slieve_Croob_E,N10001005,Slieve Croob,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95FF,Banbridge,SHSCT,,,
N20003332,Slieve_Croob_G1,N21000749,Slieve_Croob_G,N10001005,Slieve Croob,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003333,Slieve_Croob_G2,N21000749,Slieve_Croob_G,N10001005,Slieve Croob,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003334,Slieve_Croob_G3,N21000749,Slieve_Croob_G,N10001005,Slieve Croob,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003335,Slieve_Croob_F3,N21000748,Slieve_Croob_F,N10001005,Slieve Croob,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003336,Slieve_Croob_E4,N21000747,Slieve_Croob_E,N10001005,Slieve Croob,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95FF,Banbridge,SHSCT,,,
N20003337,Slieve_Croob_G4,N21000749,Slieve_Croob_G,N10001005,Slieve Croob,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003338,Slieve_Croob_H1,N21000750,Slieve_Croob_H,N10001005,Slieve Croob,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003339,Slieve_Croob_H2,N21000750,Slieve_Croob_H,N10001005,Slieve Croob,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003340,Slieve_Croob_H3,N21000750,Slieve_Croob_H,N10001005,Slieve Croob,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003341,Slieve_Croob_J1,N21000751,Slieve_Croob_J,N10001005,Slieve Croob,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003342,Slieve_Croob_J2,N21000751,Slieve_Croob_J,N10001005,Slieve Croob,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003343,Slieve_Croob_G5,N21000749,Slieve_Croob_G,N10001005,Slieve Croob,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003344,Slieve_Croob_J3,N21000751,Slieve_Croob_J,N10001005,Slieve Croob,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003345,Slieve_Croob_J4,N21000751,Slieve_Croob_J,N10001005,Slieve Croob,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003346,Slieve_Croob_J5,N21000751,Slieve_Croob_J,N10001005,Slieve Croob,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003347,Rowallane_C1,N21000754,Rowallane_C,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000003,Belfast South and Mid Down,N06000016,Strangford,95NN,Down,SEHSCT,,,
N20003348,Rowallane_A1,N21000752,Rowallane_A,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000003,Belfast South and Mid Down,N06000016,Strangford,95NN,Down,SEHSCT,N11000290,SAINTFIELD,F
N20003349,Rowallane_A2,N21000752,Rowallane_A,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000003,Belfast South and Mid Down,N06000016,Strangford,95NN,Down,SEHSCT,N11000290,SAINTFIELD,F
N20003350,Rowallane_A3,N21000752,Rowallane_A,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000003,Belfast South and Mid Down,N06000016,Strangford,95NN,Down,SEHSCT,N11000290,SAINTFIELD,F
N20003351,Rowallane_B1,N21000753,Rowallane_B,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000003,Belfast South and Mid Down,N06000016,Strangford,95NN,Down,SEHSCT,N11000290,SAINTFIELD,F
N20003352,Rowallane_E1,N21000756,Rowallane_E,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000016,Strangford,95NN,Down,SEHSCT,,,
N20003353,Rowallane_B2,N21000753,Rowallane_B,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000003,Belfast South and Mid Down,N06000016,Strangford,95NN,Down,SEHSCT,N11000290,SAINTFIELD,F
N20003354,Rowallane_B3,N21000753,Rowallane_B,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000003,Belfast South and Mid Down,N06000016,Strangford,95NN,Down,SEHSCT,N11000290,SAINTFIELD,F
N20003355,Rowallane_B4,N21000753,Rowallane_B,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000003,Belfast South and Mid Down,N06000016,Strangford,95NN,Down,SEHSCT,N11000290,SAINTFIELD,F
N20003356,Rowallane_C2,N21000754,Rowallane_C,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000016,Strangford,95NN,Down,SEHSCT,,,
N20003357,Rowallane_E2,N21000756,Rowallane_E,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000016,Strangford,95NN,Down,SEHSCT,,,
N20003358,Rowallane_D1,N21000755,Rowallane_D,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000016,Strangford,95NN,Down,SEHSCT,,,
N20003359,Rowallane_E3,N21000756,Rowallane_E,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000016,Strangford,95NN,Down,SEHSCT,,,
N20003360,Rowallane_C3,N21000754,Rowallane_C,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000016,Strangford,95NN,Down,SEHSCT,,,
N20003361,Rowallane_E4,N21000756,Rowallane_E,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000016,Strangford,95NN,Down,SEHSCT,,,
N20003362,Rowallane_C4,N21000754,Rowallane_C,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000016,Strangford,95NN,Down,SEHSCT,,,
N20003363,Rowallane_C5,N21000754,Rowallane_C,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000016,Strangford,95NN,Down,SEHSCT,,,
N20003364,Rowallane_D2,N21000755,Rowallane_D,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000016,Strangford,95NN,Down,SEHSCT,,,
N20003365,Rowallane_D3,N21000755,Rowallane_D,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000016,Strangford,95NN,Down,SEHSCT,,,
N20003366,Rowallane_G1,N21000758,Rowallane_G,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000016,Strangford,95NN,Down,SEHSCT,N11000263,BALLYNAHINCH,E
N20003367,Rowallane_F1,N21000757,Rowallane_F,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000016,Strangford,95NN,Down,SEHSCT,N11000263,BALLYNAHINCH,E
N20003368,Rowallane_H1,N21000759,Rowallane_H,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000016,Strangford,95NN,Down,SEHSCT,N11000284,KILLYLEAGH,F
N20003369,Rowallane_F2,N21000757,Rowallane_F,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000016,Strangford,95NN,Down,SEHSCT,N11000263,BALLYNAHINCH,E
N20003370,Rowallane_G2,N21000758,Rowallane_G,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000016,Strangford,95NN,Down,SEHSCT,N11000263,BALLYNAHINCH,E
N20003371,Rowallane_D4,N21000755,Rowallane_D,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000016,Strangford,95NN,Down,SEHSCT,,,
N20003372,Rowallane_H2,N21000759,Rowallane_H,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000016,Strangford,95NN,Down,SEHSCT,N11000284,KILLYLEAGH,F
N20003373,Rowallane_F3,N21000757,Rowallane_F,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000016,Strangford,95NN,Down,SEHSCT,N11000263,BALLYNAHINCH,E
N20003374,Rowallane_F4,N21000757,Rowallane_F,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000016,Strangford,95NN,Down,SEHSCT,N11000263,BALLYNAHINCH,E
N20003375,Rowallane_H3,N21000759,Rowallane_H,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000016,Strangford,95NN,Down,SEHSCT,N11000284,KILLYLEAGH,F
N20003376,Rowallane_H4,N21000759,Rowallane_H,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000016,Strangford,95NN,Down,SEHSCT,N11000284,KILLYLEAGH,F
N20003377,Rowallane_H5,N21000759,Rowallane_H,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000016,Strangford,95NN,Down,SEHSCT,N11000284,KILLYLEAGH,F
N20003378,Rowallane_G3,N21000758,Rowallane_G,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000016,Strangford,95NN,Down,SEHSCT,N11000263,BALLYNAHINCH,E
N20003379,Rowallane_F5,N21000757,Rowallane_F,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000016,Strangford,95NN,Down,SEHSCT,N11000263,BALLYNAHINCH,E
N20003380,Rowallane_F6,N21000757,Rowallane_F,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000016,Strangford,95NN,Down,SEHSCT,N11000263,BALLYNAHINCH,E
N20003381,Rowallane_H6,N21000759,Rowallane_H,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000016,Strangford,95NN,Down,SEHSCT,N11000284,KILLYLEAGH,F
N20003382,Rowallane_G4,N21000758,Rowallane_G,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000016,Strangford,95NN,Down,SEHSCT,N11000263,BALLYNAHINCH,E
N20003383,Rowallane_J1,N21000760,Rowallane_J,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003384,Rowallane_J2,N21000760,Rowallane_J,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003385,Rowallane_G5,N21000758,Rowallane_G,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000016,Strangford,95NN,Down,SEHSCT,N11000263,BALLYNAHINCH,E
N20003386,Rowallane_H7,N21000759,Rowallane_H,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000016,Strangford,95NN,Down,SEHSCT,N11000284,KILLYLEAGH,F
N20003387,Rowallane_E5,N21000756,Rowallane_E,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000016,Strangford,95NN,Down,SEHSCT,,,
N20003388,Rowallane_J3,N21000760,Rowallane_J,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003389,Rowallane_G6,N21000758,Rowallane_G,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000016,Strangford,95NN,Down,SEHSCT,N11000263,BALLYNAHINCH,E
N20003390,Rowallane_J4,N21000760,Rowallane_J,N10001004,Rowallane,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003391,Downpatrick_B1,N21000762,Downpatrick_B,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003392,Downpatrick_A1,N21000761,Downpatrick_A,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003393,Downpatrick_A2,N21000761,Downpatrick_A,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003394,Downpatrick_A3,N21000761,Downpatrick_A,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003395,Downpatrick_A4,N21000761,Downpatrick_A,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003396,Downpatrick_B2,N21000762,Downpatrick_B,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003397,Downpatrick_C1,N21000763,Downpatrick_C,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,N11000276,DOWNPATRICK,D
N20003398,Downpatrick_C2,N21000763,Downpatrick_C,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,N11000276,DOWNPATRICK,D
N20003399,Downpatrick_C3,N21000763,Downpatrick_C,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,N11000276,DOWNPATRICK,D
N20003400,Downpatrick_C4,N21000763,Downpatrick_C,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,N11000276,DOWNPATRICK,D
N20003401,Downpatrick_C5,N21000763,Downpatrick_C,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,N11000276,DOWNPATRICK,D
N20003402,Downpatrick_D1,N21000764,Downpatrick_D,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,N11000276,DOWNPATRICK,D
N20003403,Downpatrick_E1,N21000765,Downpatrick_E,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,N11000276,DOWNPATRICK,D
N20003404,Downpatrick_E2,N21000765,Downpatrick_E,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,N11000276,DOWNPATRICK,D
N20003405,Downpatrick_D2,N21000764,Downpatrick_D,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,N11000276,DOWNPATRICK,D
N20003406,Downpatrick_E3,N21000765,Downpatrick_E,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,N11000276,DOWNPATRICK,D
N20003407,Downpatrick_E4,N21000765,Downpatrick_E,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,N11000276,DOWNPATRICK,D
N20003408,Downpatrick_E5,N21000765,Downpatrick_E,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,N11000276,DOWNPATRICK,D
N20003409,Downpatrick_D3,N21000764,Downpatrick_D,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,N11000276,DOWNPATRICK,D
N20003410,Downpatrick_E6,N21000765,Downpatrick_E,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,N11000276,DOWNPATRICK,D
N20003411,Downpatrick_D4,N21000764,Downpatrick_D,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,N11000276,DOWNPATRICK,D
N20003412,Downpatrick_F1,N21000766,Downpatrick_F,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,N11000276,DOWNPATRICK,D
N20003413,Downpatrick_G1,N21000767,Downpatrick_G,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,N11000276,DOWNPATRICK,D
N20003414,Downpatrick_H1,N21000768,Downpatrick_H,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003415,Downpatrick_F2,N21000766,Downpatrick_F,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,N11000276,DOWNPATRICK,D
N20003416,Downpatrick_G2,N21000767,Downpatrick_G,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,N11000276,DOWNPATRICK,D
N20003417,Downpatrick_G3,N21000767,Downpatrick_G,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,N11000276,DOWNPATRICK,D
N20003418,Downpatrick_F3,N21000766,Downpatrick_F,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,N11000276,DOWNPATRICK,D
N20003419,Downpatrick_G4,N21000767,Downpatrick_G,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,N11000276,DOWNPATRICK,D
N20003420,Downpatrick_B3,N21000762,Downpatrick_B,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003421,Downpatrick_F4,N21000766,Downpatrick_F,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,N11000276,DOWNPATRICK,D
N20003422,Downpatrick_H2,N21000768,Downpatrick_H,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003423,Downpatrick_H3,N21000768,Downpatrick_H,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000016,Strangford,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003424,Downpatrick_H4,N21000768,Downpatrick_H,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003425,Downpatrick_J1,N21000769,Downpatrick_J,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003426,Downpatrick_J2,N21000769,Downpatrick_J,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003427,Downpatrick_J3,N21000769,Downpatrick_J,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003428,Downpatrick_J4,N21000769,Downpatrick_J,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003429,Downpatrick_K1,N21000770,Downpatrick_K,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003430,Downpatrick_K2,N21000770,Downpatrick_K,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003431,Downpatrick_K3,N21000770,Downpatrick_K,N10001002,Downpatrick,N09000010,"Newry, Mourne and Down",Down,N05000015,South Down,N06000015,South Down,95NN,Down,SEHSCT,,,
N20003432,Comber_C1,N21000773,Comber_C,N10001105,Comber,N09000011,Ards and North Down,Down,N05000016,Strangford,N06000016,Strangford,95BB,Ards,SEHSCT,N11000028,COMBER,E
N20003433,Comber_E1,N21000775,Comber_E,N10001105,Comber,N09000011,Ards and North Down,Down,N05000016,Strangford,N06000016,Strangford,95BB,Ards,SEHSCT,,,
N20003434,Comber_C2,N21000773,Comber_C,N10001105,Comber,N09000011,Ards and North Down,Down,N05000016,Strangford,N06000016,Strangford,95BB,Ards,SEHSCT,N11000028,COMBER,E
N20003435,Comber_C3,N21000773,Comber_C,N10001105,Comber,N09000011,Ards and North Down,Down,N05000016,Strangford,N06000016,Strangford,95BB,Ards,SEHSCT,N11000028,COMBER,E
