DZ2021_code,DZ2021_name,SDZ2021_code,SDZ2021_name,DEA2014_code,DEA2014_name,LGD2014_code,LGD2014_name,COUNTY,PARLCON2024_code,PARLCON2024_name,PARLCON2008_code,PARLCON2008_name,LGD1992_code,LGD1992_name,HEALTH_TRUST,SETTLEMENT2015_code,SETTLEMENT2015_name,SETTLEMENT2015_Band
N20000001,Dunsilly_A1,N21000001,Dunsilly_A,N10000104,Dunsilly,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,,,
N20000002,Dunsilly_B1,N21000002,Dunsilly_B,N10000104,Dunsilly,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,,,
N20000003,Dunsilly_A2,N21000001,Dunsilly_A,N10000104,Dunsilly,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,,,
N20000004,Dunsilly_A3,N21000001,Dunsilly_A,N10000104,Dunsilly,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,,,
N20000005,Dunsilly_B2,N21000002,Dunsilly_B,N10000104,Dunsilly,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,,,
N20000006,Dunsilly_A4,N21000001,Dunsilly_A,N10000104,Dunsilly,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,,,
N20000007,Dunsilly_C1,N21000003,Dunsilly_C,N10000104,Dunsilly,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,,,
N20000008,Dunsilly_A5,N21000001,Dunsilly_A,N10000104,Dunsilly,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,,,
N20000009,Dunsilly_A6,N21000001,Dunsilly_A,N10000104,Dunsilly,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,,,
N20000010,Dunsilly_B3,N21000002,Dunsilly_B,N10000104,Dunsilly,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,,,
N20000011,Dunsilly_D1,N21000004,Dunsilly_D,N10000104,Dunsilly,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000010,RANDALSTOWN,E
N20000012,Dunsilly_D2,N21000004,Dunsilly_D,N10000104,Dunsilly,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000010,RANDALSTOWN,E
N20000013,Dunsilly_F1,N21000006,Dunsilly_F,N10000104,Dunsilly,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,,,
N20000014,Dunsilly_D3,N21000004,Dunsilly_D,N10000104,Dunsilly,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000010,RANDALSTOWN,E
N20000015,Dunsilly_C2,N21000003,Dunsilly_C,N10000104,Dunsilly,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,,,
N20000016,Dunsilly_E1,N21000005,Dunsilly_E,N10000104,Dunsilly,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000010,RANDALSTOWN,E
N20000017,Dunsilly_E2,N21000005,Dunsilly_E,N10000104,Dunsilly,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000010,RANDALSTOWN,E
N20000018,Dunsilly_E3,N21000005,Dunsilly_E,N10000104,Dunsilly,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000010,RANDALSTOWN,E
N20000019,Dunsilly_D4,N21000004,Dunsilly_D,N10000104,Dunsilly,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000010,RANDALSTOWN,E
N20000020,Dunsilly_D5,N21000004,Dunsilly_D,N10000104,Dunsilly,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000010,RANDALSTOWN,E
N20000021,Dunsilly_E4,N21000005,Dunsilly_E,N10000104,Dunsilly,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000010,RANDALSTOWN,E
N20000022,Dunsilly_C3,N21000003,Dunsilly_C,N10000104,Dunsilly,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,,,
N20000023,Dunsilly_D6,N21000004,Dunsilly_D,N10000104,Dunsilly,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000010,RANDALSTOWN,E
N20000024,Dunsilly_C4,N21000003,Dunsilly_C,N10000104,Dunsilly,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,,,
N20000025,Dunsilly_F2,N21000006,Dunsilly_F,N10000104,Dunsilly,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000026,Dunsilly_B4,N21000002,Dunsilly_B,N10000104,Dunsilly,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,,,
N20000027,Dunsilly_F3,N21000006,Dunsilly_F,N10000104,Dunsilly,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000028,Dunsilly_F4,N21000006,Dunsilly_F,N10000104,Dunsilly,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,,,
N20000029,Dunsilly_F5,N21000006,Dunsilly_F,N10000104,Dunsilly,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,,,
N20000030,Dunsilly_B5,N21000002,Dunsilly_B,N10000104,Dunsilly,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,,,
N20000031,Dunsilly_B6,N21000002,Dunsilly_B,N10000104,Dunsilly,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,,,
N20000032,Dunsilly_F6,N21000006,Dunsilly_F,N10000104,Dunsilly,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,,,
N20000033,Dunsilly_F7,N21000006,Dunsilly_F,N10000104,Dunsilly,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,,,
N20000034,Dunsilly_F8,N21000006,Dunsilly_F,N10000104,Dunsilly,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,,,
N20000035,Antrim_A1,N21000007,Antrim_A,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000036,Antrim_A2,N21000007,Antrim_A,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000037,Antrim_A3,N21000007,Antrim_A,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000038,Antrim_B1,N21000008,Antrim_B,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000039,Antrim_B2,N21000008,Antrim_B,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000040,Antrim_A4,N21000007,Antrim_A,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000041,Antrim_C1,N21000009,Antrim_C,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000042,Antrim_B3,N21000008,Antrim_B,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000043,Antrim_D1,N21000010,Antrim_D,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000044,Antrim_C2,N21000009,Antrim_C,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000045,Antrim_C3,N21000009,Antrim_C,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000046,Antrim_D2,N21000010,Antrim_D,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000047,Antrim_D3,N21000010,Antrim_D,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000048,Antrim_C4,N21000009,Antrim_C,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000049,Antrim_G1,N21000013,Antrim_G,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000050,Antrim_E1,N21000011,Antrim_E,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000051,Antrim_F1,N21000012,Antrim_F,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000052,Antrim_F2,N21000012,Antrim_F,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000053,Antrim_E2,N21000011,Antrim_E,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000054,Antrim_D4,N21000010,Antrim_D,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000055,Antrim_E3,N21000011,Antrim_E,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000056,Antrim_E4,N21000011,Antrim_E,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000057,Antrim_G2,N21000013,Antrim_G,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000058,Antrim_H1,N21000014,Antrim_H,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000059,Antrim_F3,N21000012,Antrim_F,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000060,Antrim_J1,N21000015,Antrim_J,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000061,Antrim_H2,N21000014,Antrim_H,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000062,Antrim_H3,N21000014,Antrim_H,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000063,Antrim_G3,N21000013,Antrim_G,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000064,Antrim_J2,N21000015,Antrim_J,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000065,Antrim_J3,N21000015,Antrim_J,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000066,Antrim_K1,N21000016,Antrim_K,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000067,Antrim_K2,N21000016,Antrim_K,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000068,Antrim_G4,N21000013,Antrim_G,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000069,Antrim_L1,N21000017,Antrim_L,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000070,Antrim_J4,N21000015,Antrim_J,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000071,Antrim_G5,N21000013,Antrim_G,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000072,Antrim_L2,N21000017,Antrim_L,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000073,Antrim_F4,N21000012,Antrim_F,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000074,Antrim_K3,N21000016,Antrim_K,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000075,Antrim_L3,N21000017,Antrim_L,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000076,Antrim_N1,N21000018,Antrim_N,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000077,Antrim_N2,N21000018,Antrim_N,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000078,Antrim_F5,N21000012,Antrim_F,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000079,Antrim_K4,N21000016,Antrim_K,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000080,Antrim_J5,N21000015,Antrim_J,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000081,Antrim_N3,N21000018,Antrim_N,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000082,Antrim_K5,N21000016,Antrim_K,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000083,Antrim_N4,N21000018,Antrim_N,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000084,Antrim_N5,N21000018,Antrim_N,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000085,Antrim_L4,N21000017,Antrim_L,N10000102,Antrim,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95AA,Antrim,NHSCT,N11000001,ANTRIM,C
N20000086,Ballyclare_F1,N21000024,Ballyclare_F,N10000103,Ballyclare,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,,,
N20000087,Ballyclare_A1,N21000019,Ballyclare_A,N10000103,Ballyclare,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,,,
N20000088,Ballyclare_F2,N21000024,Ballyclare_F,N10000103,Ballyclare,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,,,
N20000089,Ballyclare_F3,N21000024,Ballyclare_F,N10000103,Ballyclare,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,,,
N20000090,Ballyclare_B1,N21000020,Ballyclare_B,N10000103,Ballyclare,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000546,BALLYCLARE,E
N20000091,Ballyclare_A2,N21000019,Ballyclare_A,N10000103,Ballyclare,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,,,
N20000092,Ballyclare_B2,N21000020,Ballyclare_B,N10000103,Ballyclare,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000546,BALLYCLARE,E
N20000093,Ballyclare_B3,N21000020,Ballyclare_B,N10000103,Ballyclare,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000546,BALLYCLARE,E
N20000094,Ballyclare_B4,N21000020,Ballyclare_B,N10000103,Ballyclare,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000546,BALLYCLARE,E
N20000095,Ballyclare_C1,N21000021,Ballyclare_C,N10000103,Ballyclare,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000546,BALLYCLARE,E
N20000096,Ballyclare_A3,N21000019,Ballyclare_A,N10000103,Ballyclare,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,,,
N20000097,Ballyclare_B5,N21000020,Ballyclare_B,N10000103,Ballyclare,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000546,BALLYCLARE,E
N20000098,Ballyclare_D1,N21000022,Ballyclare_D,N10000103,Ballyclare,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000546,BALLYCLARE,E
N20000099,Ballyclare_A4,N21000019,Ballyclare_A,N10000103,Ballyclare,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,,,
N20000100,Ballyclare_F4,N21000024,Ballyclare_F,N10000103,Ballyclare,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,,,
N20000101,Ballyclare_D2,N21000022,Ballyclare_D,N10000103,Ballyclare,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000546,BALLYCLARE,E
N20000102,Ballyclare_D3,N21000022,Ballyclare_D,N10000103,Ballyclare,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000546,BALLYCLARE,E
N20000103,Ballyclare_C2,N21000021,Ballyclare_C,N10000103,Ballyclare,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000546,BALLYCLARE,E
N20000104,Ballyclare_C3,N21000021,Ballyclare_C,N10000103,Ballyclare,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000546,BALLYCLARE,E
N20000105,Ballyclare_C4,N21000021,Ballyclare_C,N10000103,Ballyclare,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000546,BALLYCLARE,E
N20000106,Ballyclare_D4,N21000022,Ballyclare_D,N10000103,Ballyclare,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000546,BALLYCLARE,E
N20000107,Ballyclare_D5,N21000022,Ballyclare_D,N10000103,Ballyclare,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000546,BALLYCLARE,E
N20000108,Ballyclare_C5,N21000021,Ballyclare_C,N10000103,Ballyclare,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000546,BALLYCLARE,E
N20000109,Ballyclare_E1,N21000023,Ballyclare_E,N10000103,Ballyclare,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000546,BALLYCLARE,E
N20000110,Ballyclare_E2,N21000023,Ballyclare_E,N10000103,Ballyclare,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000546,BALLYCLARE,E
N20000111,Ballyclare_E3,N21000023,Ballyclare_E,N10000103,Ballyclare,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000546,BALLYCLARE,E
N20000112,Ballyclare_C6,N21000021,Ballyclare_C,N10000103,Ballyclare,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000546,BALLYCLARE,E
N20000113,Ballyclare_D6,N21000022,Ballyclare_D,N10000103,Ballyclare,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000546,BALLYCLARE,E
N20000114,Ballyclare_E4,N21000023,Ballyclare_E,N10000103,Ballyclare,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000546,BALLYCLARE,E
N20000115,Ballyclare_E5,N21000023,Ballyclare_E,N10000103,Ballyclare,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000546,BALLYCLARE,E
N20000116,Ballyclare_G1,N21000025,Ballyclare_G,N10000103,Ballyclare,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,,,
N20000117,Ballyclare_G2,N21000025,Ballyclare_G,N10000103,Ballyclare,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,,,
N20000118,Ballyclare_G3,N21000025,Ballyclare_G,N10000103,Ballyclare,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,,,
N20000119,Ballyclare_G4,N21000025,Ballyclare_G,N10000103,Ballyclare,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,,,
N20000120,Ballyclare_H1,N21000026,Ballyclare_H,N10000103,Ballyclare,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,,,
N20000121,Ballyclare_F5,N21000024,Ballyclare_F,N10000103,Ballyclare,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,,,
N20000122,Ballyclare_H2,N21000026,Ballyclare_H,N10000103,Ballyclare,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,,,
N20000123,Ballyclare_H3,N21000026,Ballyclare_H,N10000103,Ballyclare,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,,,
N20000124,Three_Mile_Water_A1,N21000027,Three_Mile_Water_A,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,,,
